341.4512	386.17883	398.3479	311.1205	331.60223	416.03485	271.58694	375.35455	303.3663	375.73746	378.00052	322.14352	339.33752	313.18906	365.28952	386.19778	423.0105	325.9941	412.22897	289.11288	357.0515	354.67343	348.5004	278.492	283.90488	340.52243	389.63834	298.67154	364.80502	322.106	277.45056	406.32623	389.25394	319.8507	412.484	328.5468	326.00208	400.3188	391.67444	380.10046	404.6059	359.4652	362.63306	297.9881	307.4851	337.60516	334.98373	281.14545	290.16702	371.71722	381.25162	397.72974	366.90503	328.35025	394.7783	292.2558	302.88867	358.84448	377.4958	373.27164	310.27536	321.026	403.00845	362.81934	348.85187	348.2512	318.98035	389.49423	333.27338	293.98395	308.3684	289.66742	352.28284	323.93896	417.31973	375.7921	414.6597	420.81244	414.4729	426.20837	369.53537	283.02838	361.98514	374.1701	295.53305	356.74857	383.81992	322.68277	341.33844	344.33365	279.8583	312.1927	353.53296	340.9989	305.94373	367.53067	393.18155	417.50522	359.16315	406.1569	
340.90573	387.13986	397.2311	311.3242	330.9063	416.3498	272.09958	375.20328	303.25482	376.17468	378.47113	322.511	339.37964	312.93192	365.21454	386.06897	422.9063	326.04245	412.3165	289.33298	357.01096	354.3594	348.09082	279.11444	284.43994	340.44858	390.189	298.90424	364.77878	321.86432	277.3204	406.32593	389.19577	319.8959	412.44946	328.90204	326.0021	400.4253	392.07077	379.93448	404.6859	359.7115	362.19168	297.91098	307.47583	337.34543	334.8136	281.01266	289.8936	371.58792	381.15625	398.01306	366.66492	327.99387	394.8111	292.19354	302.82248	358.68555	377.81693	373.62054	310.34387	320.91098	403.31918	363.11136	348.48373	348.14	319.06635	389.46375	333.49466	293.69437	308.32437	290.31107	352.4279	323.88153	416.83304	375.87485	415.10367	419.62347	414.69232	426.53586	369.6072	283.3047	361.8088	373.4054	296.14606	356.55963	383.51373	322.2425	341.31027	345.2919	280.2719	312.29907	353.39163	340.88547	305.8972	367.3939	393.1793	417.498	359.06625	406.17172	
340.8343	387.6819	396.70605	311.2789	330.43573	416.81458	272.64108	375.19946	303.68338	376.69034	378.13074	322.8391	339.21136	312.56528	364.9681	386.16495	422.95966	326.13977	412.31168	289.23544	357.1632	354.39468	347.9103	279.74728	285.1517	340.3497	390.63235	299.03214	364.5083	321.87683	277.21533	406.61093	389.5524	319.5677	412.5338	329.053	325.79837	400.56955	392.5727	379.81754	404.77917	359.32373	362.40836	298.25583	307.3291	337.2272	334.2998	280.66846	289.8464	371.08203	381.32242	398.09155	366.18814	327.99207	394.9311	291.93677	302.25836	359.15228	378.08923	373.75784	310.62802	320.8107	404.10156	363.01675	347.7881	348.04816	318.89075	389.46176	333.74805	293.35745	308.5585	290.9467	352.67145	323.49762	416.00638	375.96912	415.80743	418.7263	414.41608	427.0686	369.55518	283.8632	361.6252	372.66348	296.93137	355.94556	383.13028	322.12195	341.11133	346.12888	280.73065	312.7358	353.3803	340.83197	305.848	367.27942	392.43906	417.2995	359.10043	406.0596	
340.88467	387.9873	397.10153	311.19418	329.88522	417.20367	273.29337	375.32794	304.38788	376.94968	377.73306	322.89227	339.12216	312.32297	364.9502	385.33337	423.11694	326.15167	412.22543	289.14642	356.96957	354.4711	347.54706	279.8588	285.89117	340.65622	390.98553	299.12433	364.54987	321.8731	277.17017	406.69785	389.63007	319.0599	412.70883	329.24142	325.73657	400.64667	392.84952	379.82217	404.40674	358.65674	362.53375	298.49176	306.93124	337.04736	334.07507	280.15375	290.02362	370.92804	381.2513	398.20523	365.82504	328.09055	395.08112	292.3171	302.25363	359.48615	378.30862	374.1633	310.82938	320.28043	404.31183	362.90363	347.522	348.60345	318.56256	389.30374	333.7866	293.6293	308.66257	291.77924	352.5299	323.37134	415.51392	375.62537	416.42453	418.2465	414.12653	428.01862	369.57016	283.95187	361.3667	372.4578	297.4978	355.3903	382.71667	322.5104	340.6049	346.18445	280.78336	313.33847	353.24716	340.5752	305.78445	367.1366	392.16547	417.31293	359.32224	405.92776	
340.62308	387.89862	397.079	311.30347	329.03983	417.52158	273.80103	375.45743	304.8597	377.12204	377.60648	323.25754	339.25018	312.35858	364.92203	384.8575	423.43622	326.01077	412.06024	289.1508	356.58572	354.39224	347.11377	279.68655	286.57104	340.9773	391.2499	299.4721	364.7796	321.71042	277.24118	406.77142	389.4109	318.83887	413.09747	329.62158	325.7762	400.50684	392.82236	379.8161	403.82208	358.37625	362.31702	298.55978	306.78003	337.10458	334.27124	279.63065	290.095	371.2236	381.12082	398.24594	365.82874	327.8518	395.32697	292.78345	302.26328	359.72522	378.63577	374.5226	310.987	319.84167	404.39496	363.01236	347.4446	348.81326	318.27048	389.006	333.87286	293.98227	309.0049	292.9409	352.25705	323.15918	415.43353	375.32504	416.78235	417.7586	414.21396	429.02142	369.7031	283.95386	361.0257	371.96707	297.6544	355.15872	382.339	323.0184	339.91653	345.38443	280.73712	313.8156	353.02847	340.5974	305.49408	367.04062	392.28833	417.62994	359.1463	405.82977	
340.35617	387.80243	396.09787	311.40533	328.19556	418.0385	274.04984	375.62433	305.39075	377.1413	377.48438	323.8847	339.3472	312.48694	364.79218	385.55038	423.94714	325.8401	411.74814	289.2128	356.55078	354.42017	347.12405	279.5568	287.24606	340.83246	391.54263	300.1373	364.6113	321.61746	277.36206	407.08774	389.11926	318.72742	413.66327	330.51398	325.79794	400.36795	392.7626	379.9589	403.3554	357.64926	361.95526	298.85956	306.79892	337.3231	334.30518	279.13095	290.14404	371.40356	381.29514	398.0788	365.7956	327.47586	395.64767	292.59805	301.93274	360.18533	378.5306	374.24243	310.79745	319.89673	404.75854	363.1261	347.17328	348.45685	317.9513	388.84155	334.0196	294.365	309.74084	294.0866	352.22586	323.01212	415.70963	375.40448	416.92618	416.98785	414.54095	429.54874	369.6064	284.10468	360.54465	371.59503	297.62964	354.57843	382.2606	323.47647	339.39038	344.45618	280.83228	314.07077	352.80353	340.63208	305.01562	366.8697	392.3375	417.92365	359.0818	405.89923	
340.24768	387.95032	395.38913	311.1443	327.59964	418.57416	274.1932	375.76712	306.27072	376.9322	377.0257	324.16815	339.4291	312.41467	364.7994	386.06693	424.48154	325.63217	411.63748	289.40945	356.46518	354.4434	347.39282	279.71405	287.97736	340.56525	391.89423	300.75006	364.20377	321.74042	277.49167	407.0235	388.86426	318.34424	414.10257	330.73087	325.86188	400.59732	392.66452	380.3037	403.10095	356.177	361.71674	299.2151	306.73062	337.52557	334.00317	278.7838	290.40756	371.4362	381.2782	398.15	365.5958	327.19095	395.98822	292.2956	302.61404	360.29153	378.29575	374.05887	310.62045	319.99725	405.01807	362.81906	346.48712	348.74417	317.66278	388.67804	333.9494	294.27087	310.18445	294.5926	352.0525	323.03433	416.25174	375.74194	416.96576	415.968	414.82455	429.83987	369.32272	284.05014	359.8867	371.92206	297.6353	353.64612	382.51025	324.18918	338.88818	344.8087	280.9938	314.66104	352.59296	340.49808	304.599	366.7685	392.55576	417.92136	359.32574	406.0924	
340.03622	387.79587	395.53372	310.62476	327.07297	418.28934	274.40176	375.92435	306.79535	376.7158	376.2487	324.2002	339.64926	312.74716	364.5338	386.34354	424.94388	325.43683	412.0341	289.77106	356.1763	354.39252	347.16193	279.94992	288.82364	340.3082	392.23062	301.1127	363.96985	321.9127	277.67484	406.9523	389.2209	317.65588	414.43137	331.12653	325.94128	401.0319	392.6189	380.54813	402.76035	355.44275	361.45624	299.32913	306.6893	337.81882	333.7777	278.63718	290.82535	371.37405	381.2677	398.4077	365.882	326.9128	396.36786	292.40204	303.12552	360.11844	378.21738	374.08115	310.552	320.14212	405.30304	362.61584	345.61157	349.0503	317.6027	388.66644	333.98422	293.77863	310.08594	295.01013	351.459	322.76144	416.51025	375.95694	417.03506	415.0032	415.0208	430.32996	368.86273	284.1353	359.16455	371.73108	297.69656	352.992	382.72574	325.00186	338.06522	345.53113	281.18372	315.20352	352.5903	340.5328	304.4321	366.9633	392.73547	417.7095	359.5233	406.03906	
339.8023	387.53842	396.093	310.1762	326.51306	417.73123	274.84967	376.27252	306.8297	376.74152	375.5019	324.26624	339.7136	313.5771	364.369	386.4275	425.3823	325.12924	412.65198	290.03824	355.7552	354.60364	346.99454	279.8441	289.43494	340.00235	392.4933	301.36932	363.59174	321.88666	277.94748	406.9578	389.75916	317.3201	414.74295	331.74588	326.2703	401.33783	392.75122	380.69614	402.4416	355.08572	361.11142	299.4494	306.6332	338.05698	333.6432	278.68387	291.2376	371.3078	381.38092	398.59558	366.341	326.90494	396.84607	292.5364	302.78726	360.19232	378.4461	373.8096	310.15268	320.26868	405.53085	362.79114	344.83353	348.61826	317.59113	388.6028	334.43115	293.53262	310.2642	295.58224	351.3125	322.53406	416.37402	376.05386	416.87637	414.1745	415.2805	430.77902	368.4439	284.57468	358.40082	371.15152	297.83878	352.4607	382.90985	325.3515	337.1114	346.0569	281.51227	315.4458	352.54813	340.4293	304.21838	367.019	392.86414	417.52737	359.484	405.8867	
339.7968	387.58517	396.52783	310.03644	326.2181	417.74832	275.49985	377.02872	306.9503	376.76544	375.0619	324.272	339.41238	314.26245	364.67712	386.1192	425.7033	324.6378	412.91034	290.11053	355.2731	355.0463	347.13818	279.428	289.63834	339.7256	392.62616	301.47562	362.9414	321.5416	278.3356	406.8318	389.73108	317.48044	414.98907	332.01428	326.6429	401.3764	393.0902	380.88553	402.43857	354.34225	360.88293	299.5484	306.51535	338.0757	333.6755	278.8713	291.59067	371.3746	381.56006	398.83615	366.596	327.15375	397.45557	292.67557	302.92603	360.09647	378.54437	373.46695	309.81516	320.2086	405.4311	362.61102	344.18118	348.83817	317.43762	388.25488	334.78656	293.52545	310.85864	296.03186	351.66785	322.38297	416.17374	376.22168	416.52386	413.3659	415.62744	430.77728	368.2797	284.76944	357.62924	370.7651	298.15436	351.43103	383.2789	325.38025	336.31488	346.7119	281.9539	315.7198	352.26428	340.19894	303.7581	366.7084	392.97263	417.4768	359.6416	406.01813	
